Species,Sample Type,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths collected,Sex,Length ME-fork,Length ME-A.fin,Whole fish (y/n),Fishery - Fed or State (F/S),Age,LAST 5 DIGITS OF GENETICS CARD,GENETICS  FISH #,SUBSAMPLED FOR ORIGIN? ,Origin    (h/w),,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,A,11,2,F,467,358,Y,S,"1,2",71244,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,C,12,2,M,473,357,Y,S,"1,2",71163,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,D,1,2,M,480,356,Y,S,"1,2",71162,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,B,4,2,F,490,355,Y,S,"1,3",71357,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,B,2,2,M,463,355,Y,S,"1,2",71357,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,B,8,2,M,453,348,Y,S,"1,2",71357,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,B,11,2,M,461,346,Y,S,"1,3",71170,3,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,B,5,2,M,450,343,Y,S,"1,3",71357,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,C,7,2,F,456,337,Y,S,"1,2",71163,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,C,10,2,M,445,336,Y,S,"2,3",71162,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,A,7,2,M,442,334,Y,S,"1,3",71161,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,B,12,2,F,432,328,Y,S,"1,2",71170,4,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,C,1,2,F,428,324,Y,S,"1,2",71170,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,C,12,2,F,421,322,Y,S,"1,2",71162,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/14/2022,7/14/2022,7,29,A,8,2,M,411,315,Y,S,"1,2",71346,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/14/2022,7/14/2022,7,29,B,8,2,M,402,309,Y,S,"1,2",71244,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,6,2,M,599,488,Y,F,"1,3",69070,6,22SS103,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,3,1,F,586,465,Y,F,"1,3",69070,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,11,2,M,586,452,Y,F,"1,3",69124,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,7,2,M,593,448,Y,F,"1,3",69070,7,22SS103,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,5,2,M,555,445,Y,F,"1,3",69070,5,22SS103,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,8,2,M,581,443,Y,S,E10,71323,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,8,2,F,580,439,Y,S,"1,3",71337,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,5,2,M,573,437,Y,S,"1,3",71354,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,5,2,M,582,434,Y,S,"2,3",71352,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,9,2,F,547,434,Y,F,"1,3",69070,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,4,1,M,577,432,Y,S,E9,71354,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,1,2,M,569,429,Y,F,"1,3",69070,1,22SS103,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,10,2,M,564,428,Y,S,E10,71344,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,2,2,M,554,427,Y,S,"1,3",71350,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,10,2,M,561,425,Y,F,"1,3",69070,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,7,2,F,554,424,Y,S,"1,3",71350,7,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,9,1,M,552,424,Y,S,"1,3",71350,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,11,1,F,549,423,Y,S,"1,3",71348,9,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,2,0,M,527,420,Y,F,E5,69070,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,1,2,F,553,418,Y,S,"1,3",71344,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,7,2,F,545,416,Y,S,"1,3",71323,9,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,12,2,F,539,413,Y,S,E11,71344,8,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,3,2,F,545,410,Y,S,"2,3",71323,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,4,2,F,546,409,Y,S,"1,3",71352,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,11,2,F,539,409,Y,S,"1,3",71323,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,8,2,F,529,409,Y,F,"2,3",69070,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,2,1,F,537,406,Y,S,"1,3",71344,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,9,2,F,532,406,Y,S,"1,3",71348,7,22SS003,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO119,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,50,Northway,7/15/2022,7/15/2022,7,29,A,4,1,M,531,405,Y,F,"1,3",69070,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,1,2,F,529,405,Y,S,"1,3",71323,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,10,2,M,543,404,Y,S,"1,3",71350,10,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,6,1,F,536,404,Y,S,"1,2",71344,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,7,2,M,518,404,Y,S,"1,3",71337,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,2,2,M,517,404,Y,S,"1,2",71337,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,6,2,F,526,403,Y,S,"1,2",71337,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,3,2,F,538,402,Y,S,"1,3",71352,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,1,2,F,524,402,Y,S,"1,3",71352,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,10,1,F,511,402,Y,S,"1,3",71348,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,1,2,F,522,401,Y,S,"1,3",71337,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,6,1,M,518,401,Y,S,E10,71356,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,4,2,M,517,399,Y,S,"1,3",71323,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,3,1,F,524,398,Y,S,"1,3",71354,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,8,2,F,513,398,Y,S,"1,3",71356,4,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,9,1,F,528,397,Y,S,"1,2",71356,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,11,2,F,532,396,Y,S,"1,3",71354,9,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,5,2,F,523,396,Y,S,"1,3",71350,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,4,2,F,516,396,Y,S,"1,3",71350,4,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,8,2,F,516,396,Y,S,"1,3",71348,6,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,9,2,M,533,395,Y,S,"1,3",71352,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,6,2,M,509,391,Y,S,"1,3",71354,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,6,2,M,515,389,Y,S,"1,3",71352,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,5,2,F,514,389,Y,S,"1,3",71356,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,12,2,F,503,389,Y,S,E11,71337,2,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,4,2,M,514,386,Y,S,"1,3",71337,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,9,2,F,503,386,Y,S,"1,3",71344,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,10,2,F,501,382,Y,S,"1,3",71356,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,12,2,F,504,378,Y,S,"1,3",71356,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,1,2,M,498,376,Y,S,"1,3",71350,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,5,2,F,490,376,Y,S,"1,3",71348,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,8,2,F,492,375,Y,S,"1,3",71352,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,8,2,F,489,374,Y,S,"1,2",71354,6,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,8,1,F,494,372,Y,S,"1,3",71344,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,10,2,M,482,371,Y,S,"1,2",71354,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,10,2,M,489,370,Y,S,"1,2",71352,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,7,2,M,486,370,Y,S,"1,2",71348,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,2,2,F,486,370,Y,S,"1,2",71323,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,3,1,F,479,367,Y,S,"2,3",71350,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,9,2,F,494,366,Y,S,"1,3",71354,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,7,2,M,488,366,Y,S,"2,2",71344,3,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,3,2,F,487,366,Y,S,"1,3",71337,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,12,2,M,485,366,Y,S,"1,2",71354,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,4,2,M,481,365,Y,S,"1,3",71348,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,7,2,M,478,365,Y,S,"1,3",71352,7,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,8,1,F,473,363,Y,S,"1,3",71350,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,6,2,M,482,362,Y,S,"1,2",71350,6,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,F,11,2,M,461,362,Y,S,"1,2",71337,1,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,6,2,F,483,361,Y,S,"1,2",71348,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,6,2,F,475,360,Y,S,"1,2",71323,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,5,2,F,476,353,Y,S,"1,3",71344,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,G,5,2,F,479,352,Y,S,"1,3",71337,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,D,11,1,M,466,352,Y,S,E11,71344,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO013,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,7/15/2022,7/15/2022,7,29,E,7,1,M,457,352,Y,S,"2,2",71354,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,2,2,M,458,351,Y,S,"1,2",71356,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,11,2,F,459,348,Y,S,"1,2",71356,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,3,2,F,459,348,Y,S,"1,3",71348,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,12,2,M,455,347,Y,S,"1,2",71348,10,22SS003,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,2,2,F,462,342,Y,S,"1,2",71352,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,F,12,2,M,441,342,Y,S,"1,2",71323,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,D,7,0,F,448,335,Y,S,E5,71356,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,G,5,2,M,446,333,Y,S,"1,2",71323,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/15/2022,7/15/2022,7,29,E,1,2,F,431,323,Y,S,"2,2",71356,9,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO120,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,7/16/2022,7/16/2022,7,29,A,7,2,M,622,471,Y,S,E10,69105,7,22SS103,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO120,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,7/16/2022,7/16/2022,7,29,C,1,2,F,599,457,Y,S,"1,3",69057,5,22SS103,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/16/2022,7/16/2022,7,29,G,12,2,M,588,450,Y,S,"2,3",71236,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO014,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/16/2022,7/16/2022,7,29,G,9,2,M,590,447,Y,S,"1,3",71236,1,22SS003,W,,,,,,,,,,,,,,,,,,,,,
